article_id,slug,date,time,is_updated,headline,excerpt,article_url,scraped_at
r~1b597de0853e11ea80e60cc47ab5f122,na-testovani-kolektivni-imunity-v-brne-se-lide-hadali-kapaci,2020-04-23,14:01:00,True,"Ve frontě na testy v Brně se lidé hádali, v Praze se kapacita naplnila během 15 minut",Na několika místech v Česku začalo testování kolektivní imunity vůči koronaviru. Od rána přicházely stovky lidí.,/domaci//domaci/na-testovani-kolektivni-imunity-v-brne-se-lide-hadali-kapaci/r~1b597de0853e11ea80e60cc47ab5f122/,03-05-2020 19:48:02
r~8fd6196a853b11eab408ac1f6b220ee8,ceske-alkoholove-rekordy-byly-jen-iluze-ukazala-korona-data,2020-04-23,11:41:00,True,"České alkoholové rekordy byly jen iluze, ukázala korona data. Čtvrtinu vypijí cizinci",Za poklesem podle unie stojí hlavně absence turistů a velké části zahraničních dělníků v Česku.,/domaci//ekonomika/ceske-alkoholove-rekordy-byly-jen-iluze-ukazala-korona-data/r~8fd6196a853b11eab408ac1f6b220ee8/,03-05-2020 19:48:02
r~cabc36c4854311ea9c800cc47ab5f122,kdy-startuje-a-jak-naladit-televizni-kanal-prima-cnn,2020-04-23,11:32:00,True,"Dva rozhovory denně a zprávy každou hodinu. Prima ukázala, jak odstartuje svou CNN",CNN Prima bude podle šéfa kanálu vysílat z jednoho z nejmodernějších televizních studií v Evropě v novém sídle společnosti na pražské Vinici.,/domaci//ekonomika/kdy-startuje-a-jak-naladit-televizni-kanal-prima-cnn/r~cabc36c4854311ea9c800cc47ab5f122/,03-05-2020 19:48:02
r~eb254cce853a11eab115ac1f6b220ee8,ohniska-viru-se-budou-dal-resit-regionalne-velikonoce-pravde,2020-04-23,10:55:00,False,"Je třeba, aby se nakazilo asi 40 procent lidí, říká Dušek. Bude se testovat efektivně",..,/domaci//domaci/ohniska-viru-se-budou-dal-resit-regionalne-velikonoce-pravde/r~eb254cce853a11eab115ac1f6b220ee8/,03-05-2020 19:48:02
r~286c6cc0847811ea9c800cc47ab5f122,socha-koneva-lezi-vedle-slovanske-epojeje,2020-04-23,10:13:00,False,"Socha Koněva leží vedle Slovanské epopeje. Rusové svou šanci propásli, říká Kolář","Socha sovětského maršála Ivana Štěpanoviče Koněva je dočasně v depozitáři v Měšicích, kde uschovávají umělecká díla.",/domaci//domaci/socha-koneva-lezi-vedle-slovanske-epojeje/r~286c6cc0847811ea9c800cc47ab5f122/,03-05-2020 19:48:02
r~e1e4a024676c11ea9c800cc47ab5f122,dokument-usneseni-vlady-k-zakazu-volneho-pohybu-osob-jake-vy,2020-04-23,08:02:00,True,Dokument: Jaké jsou výjimky z omezení volného pohybu? Nově přibyly svatby i tréninky,"Přečtěte si plné aktuální znění opatření a zjistěte, za jakých podmínek se nyní můžete venku pohybovat.",/domaci//domaci/dokument-usneseni-vlady-k-zakazu-volneho-pohybu-osob-jake-vy/r~e1e4a024676c11ea9c800cc47ab5f122/,03-05-2020 19:48:02
r~dc03ee5484ad11ea95caac1f6b220ee8,zaci-doma-styska-se-mi-rikaji-mladsi-pomaham-nasim-aby-prezi,2020-04-23,06:36:00,False,"Žáci doma: Stýská se mi, říkají mladší. Pomáhám našim, aby přežili, líčí student",Společnost Kalibro provedla průzkum současné on-line výuky. Kromě učitelů a rodičů se ptala i žáků a studentů. Zde jsou jejich pocity a starosti.,/domaci//domaci/zaci-doma-styska-se-mi-rikaji-mladsi-pomaham-nasim-aby-prezi/r~dc03ee5484ad11ea95caac1f6b220ee8/,03-05-2020 19:48:02
volebnim-manazerem-cssd-je-nekdejsi-mistopredseda-michal-has,politika,2020-04-22,23:59:00,False,Volebním manažerem ČSSD je někdejší místopředseda Michal Hašek,"Po volbách do Sněmovny v říjnu 2013 byl Hašek jedním z protagonistů takzvaného lánského puče, tedy schůzky části vedení ČSSD s prezidentem Zemanem.",/domaci//domaci/politika/volebnim-manazerem-cssd-je-nekdejsi-mistopredseda-michal-has/r~d2b20ef884e411ea9d470cc47ab5f122/,03-05-2020 19:48:02
snemovna-schvalila-zvyseni-schodku-rozpoctu-na-300-miliard-k,ceska-ekonomika,2020-04-22,22:54:00,False,Sněmovna schválila zvýšení schodku rozpočtu kvůli koronaviru na 300 miliard korun,Důvodem zvýšení jsou dopady epidemie koronaviru. Sněmovna loni v prosinci původně schválila rozpočet se schodkem 40 miliard korun.,/domaci//ekonomika/ceska-ekonomika/snemovna-schvalila-zvyseni-schodku-rozpoctu-na-300-miliard-k/r~cd3c1bac84db11eab0f60cc47ab5f122/,03-05-2020 19:48:02
r~0bf6eae084a811ea8b230cc47ab5f122,vsechny-obchody-by-mohly-otevrit-uz-v-kvetnu-rekl-babis,2020-04-22,20:46:00,True,"Všechny obchody možná otevřou už v květnu, řekl Babiš. Zmírnění omezení pohybu nečeká",Možnosti projedná ve čtvrtek vláda. Podle dosavadních plánů je otevírání obchodů rozloženo postupně až do 8. června.,/domaci//domaci/vsechny-obchody-by-mohly-otevrit-uz-v-kvetnu-rekl-babis/r~0bf6eae084a811ea8b230cc47ab5f122/,03-05-2020 19:48:03
r~5ddd395684a611ea8b230cc47ab5f122,policisty-hlidajici-starostu-kolare-kvuli-konevovi-museli-vy,2020-04-22,19:10:00,False,"Rusko tlačí na předání Koněva. Socha má hodnotu 13,5 milionu, vyčíslila Praha 6","Rusko na stát tlačí, aby mu sochu daroval. Ta ale stále patří Praze 6. ""Navrhuji k ní přibalit i ruského velvyslance Zmejevského,"" řekl starosta.",/domaci//domaci/policisty-hlidajici-starostu-kolare-kvuli-konevovi-museli-vy/r~5ddd395684a611ea8b230cc47ab5f122/,03-05-2020 19:48:03
r~554c00ce84b011ea842f0cc47ab5f122,za-tyden-zpet-za-mrize-janouskovi-se-ale-do-vezeni-nechce,2020-04-22,18:01:00,False,"Za týden zpět za mříže, Janouškovi se ale do vězení nechce. Požádal o dvouletý odklad","Podle zjištění Aktuálně.cz se Romanu Janouškovi nechce zpět do vězení, vrátit se tam měl 30. dubna.",/domaci//domaci/za-tyden-zpet-za-mrize-janouskovi-se-ale-do-vezeni-nechce/r~554c00ce84b011ea842f0cc47ab5f122/,03-05-2020 19:48:03
r~6c7c71de848811eab0f60cc47ab5f122,dluzne-najemne-pujde-splatit-do-konce-roku-stat-rucit-nebude,2020-04-22,16:51:00,True,Až do konce července nehrozí za neplacení nájmu výpověď z bytu. Opozice hrozí žalobou,"Přečtěte si, které zákony v souvislosti s koronavirem projednávala ve středu Poslanecká sněmovna.",/domaci//domaci/dluzne-najemne-pujde-splatit-do-konce-roku-stat-rucit-nebude/r~6c7c71de848811eab0f60cc47ab5f122/,03-05-2020 19:48:03
r~ca55863883b111ea9d74ac1f6b220ee8,krizovky-jsou-nedostatkove-zbozi-duchodci-se-porad-zaviraji,2020-04-22,16:50:00,False,"Zažili protektorát i komunismus. ""Sváteční morálka opadne, snad dobrých lidí přibude""","97letý Karel Hrubý je jedním ze seniorů, pro které je současná koronavirová krize jen další peripetií v jejich životě.",/domaci//domaci/krizovky-jsou-nedostatkove-zbozi-duchodci-se-porad-zaviraji/r~ca55863883b111ea9d74ac1f6b220ee8/,03-05-2020 19:48:03
r~69815e84849e11ea9d74ac1f6b220ee8,novou-lecbu-covid-19-zkouseji-v-thomayerove-nemocnici,2020-04-22,16:04:00,False,"Novou léčbu covid-19 zkoušejí v Thomayerově nemocnici, podávají plazmu s protilátkami",Ke středečnímu dni byla plazma podána dvěma pacientům s těžkým průběhem onemocnění.,/domaci//domaci/novou-lecbu-covid-19-zkouseji-v-thomayerove-nemocnici/r~69815e84849e11ea9d74ac1f6b220ee8/,03-05-2020 19:48:03
r~3aac28a2848311ea842f0cc47ab5f122,dneska-streamuje-i-seniorka-z-malotridky-skolstvi-slo-dopred,2020-04-22,13:47:00,False,"Dneska streamuje i seniorka z malotřídky, školství šlo dopředu, shodují se experti","Zatímco koronavirová epidemie utlumila společnost, přetížila zdravotnictví a ochromila ekonomiku, pro školství znamená velkou šanci na modernizaci.",/domaci//domaci/dneska-streamuje-i-seniorka-z-malotridky-skolstvi-slo-dopred/r~3aac28a2848311ea842f0cc47ab5f122/,03-05-2020 19:48:03
r~8e5f3e36848c11eaa6f6ac1f6b220ee8,byvaly-manazer-prazskych-sluzeb-stoji-pred-soudem,2020-04-22,13:28:00,False,"Bývalý manažer Pražských služeb stojí před soudem, podle obžaloby vyvedl 63 milionů","Bývalý obchodní ředitel Tomáš Kolinger podle obžaloby mezi lety 2009 a 2013 vyvedl z podnikpeníze z pomocí sítě firem zvané ""Impérium"".",/domaci//domaci/byvaly-manazer-prazskych-sluzeb-stoji-pred-soudem/r~8e5f3e36848c11eaa6f6ac1f6b220ee8/,03-05-2020 19:48:03
r~8d12958a848411ea9d74ac1f6b220ee8,psi-by-mozna-v-budoucnu-mohli-pomoci-vyhledavat-lidi-s-covid,2020-04-22,13:10:00,False,"Psi by mohli vyhledávat lidi s koronavirem, člověk po onemocnění možná změní pach","Psi by se podle projektu Dog for Doc mohli využívat k preventivním kontrolám třeba ve zdravotnických zařízeních, na letišti či nádraží.",/domaci//domaci/psi-by-mozna-v-budoucnu-mohli-pomoci-vyhledavat-lidi-s-covid/r~8d12958a848411ea9d74ac1f6b220ee8/,03-05-2020 19:48:03
r~1dab495a848711eaa25cac1f6b220ee8,lekari-z-uk-vyzyvaji-k-uvolnovani-opatreni-proti-koronaviru,2020-04-22,13:08:00,False,"Uvolněte opatření, nevedou k vymýcení koronaviru, vyzývají lékaři Univerzity Karlovy","Podle jedenácti expertů je třeba obnovit dostupnost zdravotní péče pro všechny, zahájit výuku, otevřít hranice a nastartovat ekonomiku.",/domaci//domaci/lekari-z-uk-vyzyvaji-k-uvolnovani-opatreni-proti-koronaviru/r~1dab495a848711eaa25cac1f6b220ee8/,03-05-2020 19:48:03
r~dcd2a206847d11ea842f0cc47ab5f122,ustr-ziskal-doklady-o-vysetrovani-cechoslovaku-v-sssr,2020-04-22,11:59:00,False,Ústav pro studium totalitních režimů získal doklady o vyšetřování Čechoslováků v SSSR,"Jsou mezi nimi i dokumenty týkající se krajanů, kteří pracovali pro sovětské bezpečnostní složky či za války spolupracovali s nacisty.",/domaci//domaci/ustr-ziskal-doklady-o-vysetrovani-cechoslovaku-v-sssr/r~dcd2a206847d11ea842f0cc47ab5f122/,03-05-2020 19:48:03
r~b0e60e567f2511ea9d74ac1f6b220ee8,petice-vedci-kritizuji-zemedelske-dotace,2020-04-22,10:51:00,False,"Zemědělské dotace ničí krajinu. Proti byznysu a lobby nemáme šanci, říká expert","""Většinou vás 'odignorují', nedočkáte se žádné reakce. Mimo jiné proto, že je na to navázaný obrovský byznys,"" říká přírodovědec Jakub Hruška.",/domaci//domaci/petice-vedci-kritizuji-zemedelske-dotace/r~b0e60e567f2511ea9d74ac1f6b220ee8/,03-05-2020 19:48:03
r~38e7f5aa847411eaa7deac1f6b220ee8,opozice-prosazuje-primou-podporu-zivnostnikum,2020-04-22,10:49:00,False,"Opozice prosazuje přímou podporu živnostníkům, prodloužení nouzového stavu nechce","Předsedové ODS, Pirátů, lidovců, TOP 09 a STAN navrhují také až roční odklad platby daně z přidané hodnoty a odpuštění silniční daně za letošní rok.",/domaci//domaci/opozice-prosazuje-primou-podporu-zivnostnikum/r~38e7f5aa847411eaa7deac1f6b220ee8/,03-05-2020 19:48:03
r~88d4ce22830111eab115ac1f6b220ee8,odberna-mista-v-cesku-funguji-v-plynulem-provozu-testuji-i-s,2020-04-22,07:04:00,False,"Česku se nedaří zvyšovat počet testovaných. Lidé se přestali bát, přiznává Prymula","Lidé se už přestali nemoci obávat a nechodí se dobrovolně testovat, přiznal Aktuálně.cz problém náměstek Roman Prymula.",/domaci//domaci/odberna-mista-v-cesku-funguji-v-plynulem-provozu-testuji-i-s/r~88d4ce22830111eab115ac1f6b220ee8/,03-05-2020 19:48:03
r~ac8fb674840511eaa25cac1f6b220ee8,spor-o-nouzovy-stav-babis-tvrdi-ze-ho-prodluzovat-nechce-min,2020-04-21,21:21:00,True,"Spor o nouzový stav: Babiš tvrdí, že ho prodlužovat nechce. Ministři ČSSD prý ano","Hamáček v reakci řekl, že dá pokyn ukončit centrální distribuci ochranných pomůcek ke konci dubna.",/domaci//domaci/spor-o-nouzovy-stav-babis-tvrdi-ze-ho-prodluzovat-nechce-min/r~ac8fb674840511eaa25cac1f6b220ee8/,03-05-2020 19:48:03
r~86063b40840011eab408ac1f6b220ee8,osetrovne-zavedene-kvuli-zavreni-skol-zrejme-vzroste-snemovn,2020-04-21,20:55:00,True,"Ošetřovné kvůli zavření škol zřejmě vzroste, od dubna by mělo být 80 procent základu","Stát už hradí ošetřovné i lidem, kteří se doma starají o postižené členy rodiny po uzavření stacionářů a dalších sociálních služeb.",/domaci//domaci/osetrovne-zavedene-kvuli-zavreni-skol-zrejme-vzroste-snemovn/r~86063b40840011eab408ac1f6b220ee8/,03-05-2020 19:48:05
r~2849223283f711eab408ac1f6b220ee8,rakusan-mynar-odmitl-ucast-na-vyboru-k-cinskemu-dopisu,2020-04-21,19:37:00,True,Mynář odmítl poslancům vysvětlit okolnosti dopisu čínského velvyslanectví pro Kuberu,"Výbor začátkem dubna pozval Mynáře, ale také šéfa zahraničního odboru Hradu Rudolfa Jindráka, čínského velvyslance Čang Ťien-mina i předsedu Senátu.",/domaci//domaci/rakusan-mynar-odmitl-ucast-na-vyboru-k-cinskemu-dopisu/r~2849223283f711eab408ac1f6b220ee8/,03-05-2020 19:48:05
r~e1bbbbda83a711eaaabd0cc47ab5f122,zalobci-od-bradacove-rozsirili-dotacni-kauzu-za-miliardy,2020-04-21,19:02:00,False,"Žalobci od Bradáčové rozšířili dotační kauzu za miliardy, spadl do ní bývalý hejtman",Podle zjištění Aktuálně.cz zařadili žalobci do rozsáhlé dotační kauzy ROP Severozápad bývalého hejtmana Ústeckého kraje Jiřího Šulce.,/domaci//domaci/zalobci-od-bradacove-rozsirili-dotacni-kauzu-za-miliardy/r~e1bbbbda83a711eaaabd0cc47ab5f122/,03-05-2020 19:48:05
r~26551ca283f111eab1110cc47ab5f122,pozadavky-na-ockovani-deti-se-uvolni-jen-castecne-mirnejsi-b,2020-04-21,18:56:00,False,Požadavky na očkování dětí se uvolní jen částečně. Mírnější budou u škol v přírodě,"Změny přinese novela o ochraně veřejného zdraví, kterou nyní dostane k podpisu prezident.",/domaci//domaci/pozadavky-na-ockovani-deti-se-uvolni-jen-castecne-mirnejsi-b/r~26551ca283f111eab1110cc47ab5f122/,03-05-2020 19:48:05
r~04d3895083ed11ea9d470cc47ab5f122,zakaz-vycestovani-vetsina-obyvatel-podporuje-cesi-panikari-m,2020-04-21,18:28:00,False,Zákaz vycestování většina obyvatel podporuje. Češi panikaří méně než Slováci a Poláci,"Více než polovina Čechů by chtěla, aby byly co nejdříve otevřeny kadeřnictví a kosmetiky.",/domaci//domaci/zakaz-vycestovani-vetsina-obyvatel-podporuje-cesi-panikari-m/r~04d3895083ed11ea9d470cc47ab5f122/,03-05-2020 19:48:05
r~28d7d01e83d811ea8b230cc47ab5f122,utok-na-nemocnice-mohl-vzniknout-za-pomoci-ruskych-hackeru,2020-04-21,16:18:00,False,"K útoku na nemocnice mohl pomoct nástroj ruských hackerů, zjistila antivirová firma",Stopa vede podle odborníků z antivirové firmy Eset i na čínské IP adresy.,/domaci//domaci/utok-na-nemocnice-mohl-vzniknout-za-pomoci-ruskych-hackeru/r~28d7d01e83d811ea8b230cc47ab5f122/,03-05-2020 19:48:05
r~bed1564a63e811ea842f0cc47ab5f122,jak-ucit-zaky-doma-zde-jsou-materialy-ktere-vam-to-usnadni,2020-04-21,14:52:00,True,"Jak učit děti doma během ""koronaprázdnin""? Tady jsou materiály, které vám to usnadní","Učitelé řeší, jak vzdělávat žáky, i když jsou školy zavřené a děti doma. Aktuálně.cz přináší přehled tipů pro domácí studium.",/domaci//domaci/jak-ucit-zaky-doma-zde-jsou-materialy-ktere-vam-to-usnadni/r~bed1564a63e811ea842f0cc47ab5f122/,03-05-2020 19:48:05
r~0dfbcd70323111ea84c6ac1f6b220ee8,veprove-maso-mapa-druhy-zabijacka-reznik,2020-04-21,14:50:00,True,"Češi přestávají rozumět masu. Otestujte, zda poznáte, kde je kýta, krkovice či oříšek","Velká interaktivní infografika Aktuálně.cz vám poradí, jak vypadají jednotlivé části vepřového a jak se dají v kuchyni ideálně využít.",/domaci//ekonomika/veprove-maso-mapa-druhy-zabijacka-reznik/r~0dfbcd70323111ea84c6ac1f6b220ee8/,03-05-2020 19:48:05
r~21b5452483b911ea9d470cc47ab5f122,nezhasinejte-pravidla-rekonstrukce-statu-radi-politikum-jak,2020-04-21,14:33:00,False,"I bez nouzového stavu může stát rychle nakupovat, říká Rekonstrukce státu a dává rady","Platforma Rekonstrukce státu spouští nový projekt Nezhasínat! Doporučuje politikům, jak zachovat právní stát v současné situaci.",/domaci//domaci/nezhasinejte-pravidla-rekonstrukce-statu-radi-politikum-jak/r~21b5452483b911ea9d470cc47ab5f122/,03-05-2020 19:48:05
r~fed7518e83c011ea8972ac1f6b220ee8,zakaz-opustit-cesko-i-po-skonceni-nouzoveho-stavu-neustavni,2020-04-21,14:10:00,False,"Zákaz opustit Česko i po skončení nouzového stavu by byl neústavní, varuje právník","Vláda nynější zákaz opírá o krizový zákon, i v tomto případě je ale podle právníka Marka Antoše konstrukce velmi sporná.",/domaci//domaci/zakaz-opustit-cesko-i-po-skonceni-nouzoveho-stavu-neustavni/r~fed7518e83c011ea8972ac1f6b220ee8/,03-05-2020 19:48:05
r~0206a31c83af11ea9d470cc47ab5f122,testem-kolektivni-imunity-projde-27-000-lidi-vysledky-budou,2020-04-21,11:34:00,True,Začíná test imunity Čechů. Nízký podíl nakažených by znamenal nedobré vyhlídky,"Pokud bude podíl nakažených v populaci nízký, čeká Česko další nárůst případů v příštích týdnech a měsících.",/domaci//domaci/testem-kolektivni-imunity-projde-27-000-lidi-vysledky-budou/r~0206a31c83af11ea9d470cc47ab5f122/,03-05-2020 19:48:05
r~f9bcd98c83af11eab115ac1f6b220ee8,sanka-zada-odskodne-10-milionu-za-stihani-v-kauze-sireni-rad,2020-04-21,11:15:00,False,Sáňka žádá odškodné 10 milionů za stíhání v kauze šíření radikální islámské knihy,Bývalý předseda pražské muslimské obce Vladimír Sáňka čelil obvinění z podpory a propagace hnutí směřujícího k potlačení práv a svobod člověka.,/domaci//domaci/sanka-zada-odskodne-10-milionu-za-stihani-v-kauze-sireni-rad/r~f9bcd98c83af11eab115ac1f6b220ee8/,03-05-2020 19:48:05
r~b9da7b90830411eaa25cac1f6b220ee8,analyza-ministerstva-zahranici-cina-tajila-informace-o-viru,2020-04-21,11:13:00,False,Analýza ministerstva zahraničí: Čína tajila informace o koronaviru a šíří propagandu,"Aktuálně.cz získalo interní analýzu českého ministerstva zahraničí, která varuje před čínskými snahami získat vliv v Česku i ve světě.",/domaci//domaci/analyza-ministerstva-zahranici-cina-tajila-informace-o-viru/r~b9da7b90830411eaa25cac1f6b220ee8/,03-05-2020 19:48:05
r~4c375ad883a711ea95caac1f6b220ee8,marikova-z-spd-zrejme-unikne-stihani-za-prirovnani-muslimu,2020-04-21,10:21:00,False,Maříková z SPD zřejmě unikne stíhání za přirovnání muslimů k invazivním druhům,Sněmovní plénum by mohlo o vydání poslankyně rozhodnout ve čtvrtek. Mandátový a imunitní výbor její vydání nepodpořil.,/domaci//domaci/marikova-z-spd-zrejme-unikne-stihani-za-prirovnani-muslimu/r~4c375ad883a711ea95caac1f6b220ee8/,03-05-2020 19:48:05
r~f582ed98839b11ea8b230cc47ab5f122,denik-n-ministerstvo-zdravotnictvi-nakoupilo-respiratory-od,2020-04-21,08:40:00,False,Ministerstvo zdravotnictví nakoupilo respirátory od významného sponzora ANO,"Ministr zdravotnictví Adam Vojtěch (za ANO) řekl, že o sponzorování kampaně vůbec nevěděl a majitele firmy nezná.",/domaci//domaci/denik-n-ministerstvo-zdravotnictvi-nakoupilo-respiratory-od/r~f582ed98839b11ea8b230cc47ab5f122/,03-05-2020 19:48:05
r~dec53b9e802911eab1110cc47ab5f122,jsou-nemci-odolnejsi-vuci-koronaviru-sledujeme-je-jsme-jim-p,2020-04-21,05:30:00,False,"Jsou Němci odolnější vůči koronaviru? Sledujeme je, jsme jim podobní, říká genetik","Podle odborníků může hrát klíčovou roli odlišnost proteinu ACE2, jejž virus využívá ke vstupu do buňky.",/domaci//domaci/jsou-nemci-odolnejsi-vuci-koronaviru-sledujeme-je-jsme-jim-p/r~dec53b9e802911eab1110cc47ab5f122/,03-05-2020 19:48:05
r~bfbc6cda82f011eaaabd0cc47ab5f122,chytra-karantena-prehledne-jak-se-do-ni-clovek-zapoji-a-proc,2020-04-20,19:43:00,False,Chytrá karanténa přehledně: Jak se do ní člověk zapojí a proč má zpoždění,"Projděte si přehled základních informací o chytré karanténě, která má výrazně pomoci v boji proti pandemii koronaviru.",/domaci//domaci/chytra-karantena-prehledne-jak-se-do-ni-clovek-zapoji-a-proc/r~bfbc6cda82f011eaaabd0cc47ab5f122/,03-05-2020 19:48:05
r~ad73b11e831811ea842f0cc47ab5f122,mynarovu-zabijacku-proveri-policie-ucastnici-mohli-porusit-z,2020-04-20,19:06:00,True,Mynářovu zabijačku prověřuje policie i veterináři. Rychlotesty prý získali od lékařky,"Podle policistů zabijačku navštívily osoby mimo nejbližší domácnost kancléře, čímž mohlo dojít k porušení mimořádných opatření.",/domaci//domaci/mynarovu-zabijacku-proveri-policie-ucastnici-mohli-porusit-z/r~ad73b11e831811ea842f0cc47ab5f122/,03-05-2020 19:48:06
r~aa756b66831211eab0f60cc47ab5f122,stopy-kyberutoku-na-ceske-nemocnice-vedou-do-ruska,2020-04-20,16:33:00,False,"LN: stopy kyberútoků na české nemocnice vedou do Ruska. Je to provokace, tvrdí Moskva","Na ruské hackery ukazují podle Lidových novin jak používané IP adresy, tak typ škodlivého softwaru.",/domaci//domaci/stopy-kyberutoku-na-ceske-nemocnice-vedou-do-ruska/r~aa756b66831211eab0f60cc47ab5f122/,03-05-2020 19:48:06
r~4a7fbd1482fa11eab408ac1f6b220ee8,hamacek-konec-nouzoveho-stavu-by-zkomplikoval-nakup-ochranny,2020-04-20,13:55:00,False,Hamáček: Konec nouzového stavu by zkomplikoval nákupy ochranných pomůcek,"Podle ministra vnitra by měl nouzový stav platit do doby, dokud to ""bude nutné"".",/domaci//domaci/hamacek-konec-nouzoveho-stavu-by-zkomplikoval-nakup-ochranny/r~4a7fbd1482fa11eab408ac1f6b220ee8/,03-05-2020 19:48:06
r~97fd5e587fd911eab0f60cc47ab5f122,koncipient-michal-hasek-radil-laznim-financni-urad-ted-po-ni,2020-04-20,06:14:00,False,Koncipient Michal Hašek radil obcím. Finančnímu úřadu teď musely zaplatit 29 milionů,"Jihomoravského exhejtmana s titulem JUDr. ze slovenského městečka si někdejší političtí spojenci bez tendru najali, aby jim právně poradil.",/domaci//domaci/koncipient-michal-hasek-radil-laznim-financni-urad-ted-po-ni/r~97fd5e587fd911eab0f60cc47ab5f122/,03-05-2020 19:48:06
r~9817046a80ac11ea95caac1f6b220ee8,ucitel-roku-tomas-chrobak-rozhovor,2020-04-19,23:00:00,False,"Výuka po koronaviru? Vzal bych žáky na hory a nechal je povídat, říká učitel roku","Rozhovor s Tomášem Chrobákem z Bašky, jenž se dostal mezi padesátku nejlepších učitelů světa. O současné on-line výuce i o krásách matematiky.",/domaci//domaci/ucitel-roku-tomas-chrobak-rozhovor/r~9817046a80ac11ea95caac1f6b220ee8/,03-05-2020 19:48:06
r~6c1c20d4827311ea8972ac1f6b220ee8,respekt-cina-kritizovala-prijimani-pomoci-od-tchaj-wanu-doda,2020-04-19,21:19:00,False,Respekt: Čína kritizovala přijímání pomoci od Tchaj-wanu. Dodal roušky i ventilátory,Tchaj-wan Česku daroval desítky tisíc roušek či 25 plicních ventilátorů.,/domaci//domaci/respekt-cina-kritizovala-prijimani-pomoci-od-tchaj-wanu-doda/r~6c1c20d4827311ea8972ac1f6b220ee8/,03-05-2020 19:48:06
r~c613b046826111eab408ac1f6b220ee8,je-to-lez-zeman-se-zastal-kanclere-mynare-ohledne-cinskeho-d,2020-04-19,20:45:00,True,"""Je to lež"". Zeman se zastal kancléře Mynáře ohledně čínského dopisu i zabijačky","V rozhovoru pro rádio Frekvence 1 Miloš Zeman zopakoval kancléřovo prohlášení, že informace o dopisu je lživá.",/domaci//domaci/je-to-lez-zeman-se-zastal-kanclere-mynare-ohledne-cinskeho-d/r~c613b046826111eab408ac1f6b220ee8/,03-05-2020 19:48:06
r~cc177aee824911ea95caac1f6b220ee8,spor-kvuli-zemanovu-vyroku-o-sarapatkovi-bude-resit-nejvyssi,2020-04-19,16:01:00,False,Zemanův výrok o Šarapatkovi bude řešit Nejvyšší soud. Ministerstvo podalo dovolání,"Prezident v listopadu 2017 v televizi Barrandov řekl, že Šarapatku vyhodil jako premiér pro neschopnost. Ten ale z úřadu vlády odešel po dohodě.",/domaci//domaci/spor-kvuli-zemanovu-vyroku-o-sarapatkovi-bude-resit-nejvyssi/r~cc177aee824911ea95caac1f6b220ee8/,03-05-2020 19:48:06
r~a367fb5e822c11eab0f60cc47ab5f122,schillerova-schodek-rozpoctu-bude-300-miliard-kupujeme-si-je,2020-04-19,15:56:00,True,"Schillerová: Schodek rozpočtu navrhnu na 300 miliard. Kupuje si jen čas, říká ekonom",Ministryně financí Alena Schillerová (za ANO) navrhne v pondělí vládě zvýšení schodku státního rozpočtu pro letošní rok na 300 miliard korun.,/domaci//domaci/schillerova-schodek-rozpoctu-bude-300-miliard-kupujeme-si-je/r~a367fb5e822c11eab0f60cc47ab5f122/,03-05-2020 19:48:06
r~3238b4ee824711eaa7deac1f6b220ee8,jicin-ve-stredu-spusti-farmarske-trhy-ktere-rozsiri-na-tri-n,2020-04-19,15:39:00,False,Jičín spustí ve středu znovu farmářské trhy. Kvůli bezpečnosti pro ně zvětší prostor,Ve městě Jičíně v Královéhradeckém kraji od příštího týdne začnou farmářské trhy.,/domaci//domaci/jicin-ve-stredu-spusti-farmarske-trhy-ktere-rozsiri-na-tri-n/r~3238b4ee824711eaa7deac1f6b220ee8/,03-05-2020 19:48:06
r~bfc1d9427e1611ea9c800cc47ab5f122,kdyz-je-ss-mucilo-a-upalovalo-znel-ze-sousedniho-mesta-jasot,2020-04-19,14:36:00,False,"Když je SS mučilo a upalovalo, zněl ze sousedního města jásot při vítání Rudé armády",Od nacistického řádění na Valašsku těsně na konci druhé světové války uplynulo 75 let.,/domaci//domaci/kdyz-je-ss-mucilo-a-upalovalo-znel-ze-sousedniho-mesta-jasot/r~bfc1d9427e1611ea9c800cc47ab5f122/,03-05-2020 19:48:06
r~b75c03f2820a11ea9d470cc47ab5f122,sidlo-jsme-kvuli-nemcovovi-nezmenili-tvrdi-rusove,2020-04-19,08:24:00,False,"Ulice Korunovační je historická, o Němcova nejde, vysvětluje Rusko stěhování ambasády","Podle velvyslanectví je nová adresa v ulici se ""staletým názvem, kde je nižší pravděpodobnost přejmenování"". Dnes tam sídlí konzulární úsek.",/domaci//domaci/sidlo-jsme-kvuli-nemcovovi-nezmenili-tvrdi-rusove/r~b75c03f2820a11ea9d470cc47ab5f122/,03-05-2020 19:48:06
r~78542aa680b411ea9c800cc47ab5f122,hobby-markety-otevrit-mohou-a-my-ne-u-nas-je-vetsi-bezpeci-d,2020-04-19,05:30:00,False,"Hobby markety otevřít mohou a my ne? U nás je větší bezpečí, diví se obchodní centra","Obchodním centrům se nelíbí, že je na ně nahlíženo jako na hrozbu. Tvrdí, že díky přijatým opatřením patří mezi nejbezpečnější veřejné prostory.",/domaci//domaci/hobby-markety-otevrit-mohou-a-my-ne-u-nas-je-vetsi-bezpeci-d/r~78542aa680b411ea9c800cc47ab5f122/,03-05-2020 19:48:06
